file_name,uni,wylie,url,dept,grade,char_len,audio_len,path,inf
STT_TT00034_05537.700-05538.700,འོ་ད་དེ་རྟེན་འབྲེལ་ཡག་པོ་རེད་བྱས་ ,'o da de rten 'brel yag po red byas _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05537.700-05538.700.wav,STT_TT,3,34,1.0,wav16k/STT_TT00034_05537.700-05538.700.wav,འོ་འདི་རྟེན་འབྲེལ་ཡག་པོ་རེད་བྱས།
STT_TT00034_05540.200-05542.100,འོ་གང་ལྟར། དེ་འདྲ་གི་ལོ་རྒྱུས་བཤད་ཡ་འདུག་ག ,'o gang ltar/_de 'dra gi lo rgyus bshad ya 'dug ga_,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05540.200-05542.100.wav,STT_TT,3,43,1.9000000000005457,wav16k/STT_TT00034_05540.200-05542.100.wav,ཨོ་གང་ལྟར། དེ་འདྲའ་གི་ལོ་རྒྱུས་བཤད་ཡ་འདུག་ག
STT_TT00034_05437.500-05439.400,སྤྱིར་བཏང་འཛམ་བུ་གླིང་འདིའི་སྒང་ལ་ཇ་ཐོག་མར་དེ་རྒྱ་ནག་ནས་བྱུང་བ་ ,spyir btang 'dzam bu gling 'di'i sgang la ja thog mar de rgya nag nas byung ba _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05437.500-05439.400.wav,STT_TT,3,64,1.899999999999636,wav16k/STT_TT00034_05437.500-05439.400.wav,སྤྱིར་བཏང་འཛམ་བུ་གླིང་འདིའི་སྒང་ལ་ྱ་ཐོག་མར་་རྒྱ་ནག་ནས་བྱུང་།
STT_TT00034_05440.500-05441.200,གང་ལྟར་ག་རེ་ཡིན་ནས་མིན་ནས།  ,gang ltar ga re yin nas min nas/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05440.500-05441.200.wav,STT_TT,3,28,0.6999999999998181,wav16k/STT_TT00034_05440.500-05441.200.wav,ད་གང་ལྟར་གང་ཡིན་ན་མིན་ན།
STT_TT00034_05442.300-05442.900,མིང་ཁོ་རང་རྒྱ་ ,ming kho rang rgya _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05442.300-05442.900.wav,STT_TT,3,15,0.5999999999994543,wav16k/STT_TT00034_05442.300-05442.900.wav,མིང་ཁོ་རང་རྒྱ།་
STT_TT00034_05445.850-05447.750,རྒྱ་ཇའི་བཏུང་བ་འཐུང་དུས་ཙ་ནས། སྟོད་ན་ཡག་གི་ཟོལ་ ,rgya ja'i btung ba 'thung dus tsa nas/_stod na yag gi zol _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05445.850-05447.750.wav,STT_TT,3,48,1.899999999999636,wav16k/STT_TT00034_05445.850-05447.750.wav,ད་རྒྱ་ཆའི་ལྟུང་བ་བཏུང་དུས་ཙ་ནས། སྟོད་ན་ཡ་ཟོལ།
STT_TT00034_05447.900-05448.850,ཨོ། ཨེ་ནས་ལྟ་ཅིག ,o/_e nas lta cig_,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05447.900-05448.850.wav,STT_TT,3,17,0.9500000000007276,wav16k/STT_TT00034_05447.900-05448.850.wav,ཁོ ཨེ་ནས།་ཅིག
STT_TT00034_05449.400-05451.400,གང་ལྟར་རྒྱ་གར་ལ་འཕྲོད་པོ་སེ་གེ་མི་འདུག་ག ཧ་ཧ་ཧ།  ,gang ltar rgya gar la 'phrod po se ge mi 'dug ga_ha ha ha/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05449.400-05451.400.wav,STT_TT,3,49,2.0,wav16k/STT_TT00034_05449.400-05451.400.wav,གང་ལྟར་རྒྱ་གར་ལ་ལ་འཁྲོས་པ་ཟེ་གེ་མི་འདུག་ག ཧ་ཧ་ཧ།
STT_TT00034_05451.750-05453.350,བྱས་བྱས། ཇོ་བོ་རྗེ་བོད་ལ་ཡར།  ,byas byas/_jo bo rje bod la yar/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05451.750-05453.350.wav,STT_TT,3,30,1.6000000000003638,wav16k/STT_TT00034_05451.750-05453.350.wav,བྱས་བྱས། ཇོ་བོ་རྗེ་བོད་ལ་ཡ།
STT_TT00034_05453.600-05455.650,རྒྱ་ཇའི་བཏུང་བ་བཞེས་ནས། མཉེས་པོ་ཞེ་བོ་བྱུང་པའི་སྐད་ཆ།  ,rgya ja'i btung ba bzhes nas/_mnyes po zhe bo byung pa'i skad cha/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05453.600-05455.650.wav,STT_TT,3,55,2.0499999999992724,wav16k/STT_TT00034_05453.600-05455.650.wav,རྒྱ་ཆའི་ལྟུང་བ་བཞེས་ནས། མཉེས་པོ་ཞེ་བོ་བྱུང་པའི་སྐད་ཆ།
STT_TT00034_05456.450-05458.150,གང་ལྟར་གང་ཡིན་ནས་མིན་ནས། ཨོ་ཨེ་ནས།  ,gang ltar gang yin nas min nas/_o e nas/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05456.450-05458.150.wav,STT_TT,3,36,1.699999999999818,wav16k/STT_TT00034_05456.450-05458.150.wav,གང་ལྟར་གང་ཡིན་ན་མིན་ན་། ཨོ་ཨེ་ནས།
STT_TT00034_05459.600-05460.700,ཇ་འདི་ཡེ་དཔེར་ན་རྒྱ་ནག་ནས་བྱུང་།  ,ja 'di ye dper na rgya nag nas byung /__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05459.600-05460.700.wav,STT_TT,3,34,1.0999999999994543,wav16k/STT_TT00034_05459.600-05460.700.wav,བྱ་དེ་དཔེར་ན་ རྒྱ་ནག་ནས་བྱུང་།
STT_TT00034_05461.400-05462.200,དེ་ཙམ་དུ་མ་ཟད།  ,de tsam du ma zad/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05461.400-05462.200.wav,STT_TT,3,16,0.8000000000001819,wav16k/STT_TT00034_05461.400-05462.200.wav,དེ་ཙམ་དུ་མ་ཟད།
STT_TT00034_05462.900-05464.000,ལ་ཕུག་ཟེར་མཁན་ཟོལ་ར་བོ།  ,la phug zer mkhan zol ra bo/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05462.900-05464.000.wav,STT_TT,3,25,1.1000000000003638,wav16k/STT_TT00034_05462.900-05464.000.wav,ལ་ཕུག་ཟེར་མངེ་ཟོལ་འདྲ་བོ།
STT_TT00034_05465.850-05467.000,ང་ཚོས་སྔོ་ཚོད། ཚོད་མ་ཟེ་ལབ་ན།  ,nga tshos sngo tshod/_tshod ma ze lab na/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05465.850-05467.000.wav,STT_TT,3,31,1.1499999999996362,wav16k/STT_TT00034_05465.850-05467.000.wav,ང་ཚོས་སྔོ་ཚོད་ཚོད་མ་ཟེ་ལབན།
STT_TT00034_05406.250-05407.050,རྨོངས་ཞེན་ཟོལ་ར་བོ།  ,rmongs zhen zol ra bo/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00034_05406.250-05407.050.wav,STT_TT,3,21,0.8000000000001819,wav16k/STT_TT00034_05406.250-05407.050.wav,རྨོངས་ཞེན་ཟོལ་དྲ་ོ།
STT_TT00084_1094.550-1096.000,ད་སྨན་ག་གི་ཟབ་ཀི་རེད་བེ་ཟེར་ལབ་ན།  ,da sman ga gi zab ki red be zer lab na/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00084_1094.550-1096.000.wav,STT_TT,3,35,1.4500000000000457,wav16k/STT_TT00084_1094.550-1096.000.wav,ད་སྨན་ག་གེ་ཟབ་ཀི་རེད་ཟེར་ལབ་ན།
STT_TT00084_1096.200-1097.350,ཡག་ཤོས་ག་གི་རེད་ཟེར་ལབ་ན།  ,yag shos ga gi red zer lab na/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00084_1096.200-1097.350.wav,STT_TT,3,27,1.1499999999998636,wav16k/STT_TT00084_1096.200-1097.350.wav,ཡག་ཤོས་ག་གི་རེད་ཟེར་ལབ་ན།
STT_TT00084_1098.000-1099.750,ད་ནད་པ་སོ་སོ་ལ་ལྟ་རྒྱུ་རེད་མ་གཏོགས་ ,da nad pa so so la lta rgyu red ma gtogs _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00084_1098.000-1099.750.wav,STT_TT,3,36,1.75,wav16k/STT_TT00084_1098.000-1099.750.wav,ད་ནད་པ་སོ་སོ་ལ་བལྟ་རྒྱུ་རེད་མ་གཏོགས།
STT_TT00084_11.300-13.200,གང་གིས་ཐུགས་བརྩེས་ཉེར་བཟུང་ནས། ལྟ་བ་ཐམས་ཅད་ ,gang gis thugs brtses nyer bzung nas/_lta ba thams cad _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00084_11.300-13.200.wav,STT_TT,3,44,1.8999999999999984,wav16k/STT_TT00084_11.300-13.200.wav,གང་གིས་ཐུགས་བརྩེ་ཉེར་བཟུང་ནས། ལྟ་བ་ཐམས་ཅད་
STT_TT00084_1101.300-1102.550,རིན་གོང་ཆེ་ཤོས་དེ་གིས།  ,rin gong che shos de gis/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00084_1101.300-1102.550.wav,STT_TT,3,24,1.25,wav16k/STT_TT00084_1101.300-1102.550.wav,རིན་གོང་ཆེ་ཤོས་དེ་གིས་
